,datetime,Average Wind Speed
472,2022-07-24 22:00:00,4.291666666666667
473,2022-07-24 22:15:00,4.5
474,2022-07-24 22:30:00,4.5
475,2022-07-24 22:45:00,4.5
476,2022-07-24 23:00:00,4.625
477,2022-07-24 23:15:00,4.142857142857143
478,2022-07-24 23:30:00,3.1666666666666665
479,2022-07-24 23:45:00,3.2083333333333335
480,2022-07-25 00:00:00,3.125
481,2022-07-25 00:15:00,3.2916666666666665
482,2022-07-25 00:30:00,3.5833333333333335
483,2022-07-25 00:45:00,3.625
484,2022-07-25 01:00:00,3.6666666666666665
485,2022-07-25 01:15:00,3.1666666666666665
486,2022-07-25 01:30:00,3.2083333333333335
487,2022-07-25 01:45:00,3.1666666666666665
488,2022-07-25 02:00:00,3.0833333333333335
489,2022-07-25 02:15:00,3.25
490,2022-07-25 02:30:00,3.0833333333333335
491,2022-07-25 02:45:00,3.125
492,2022-07-25 03:00:00,3.125
493,2022-07-25 03:15:00,2.9583333333333335
494,2022-07-25 03:30:00,2.7916666666666665
495,2022-07-25 03:45:00,3.2916666666666665
496,2022-07-25 04:00:00,3.2916666666666665
497,2022-07-25 04:15:00,3.5416666666666665
498,2022-07-25 04:30:00,3.1666666666666665
499,2022-07-25 04:45:00,3.0
500,2022-07-25 05:00:00,3.125
501,2022-07-25 05:15:00,3.125
502,2022-07-25 05:30:00,3.25
503,2022-07-25 05:45:00,3.0496031746031744
504,2022-07-25 06:00:00,3.111111111111111
505,2022-07-25 06:15:00,2.875
506,2022-07-25 06:30:00,2.5654761904761902
507,2022-07-25 06:45:00,2.6222222222222222
508,2022-07-25 07:00:00,2.411111111111111
509,2022-07-25 07:15:00,2.5833333333333335
510,2022-07-25 07:30:00,2.444444444444444
511,2022-07-25 07:45:00,3.027777777777778
512,2022-07-25 08:00:00,3.6666666666666665
513,2022-07-25 08:15:00,2.711111111111111
514,2022-07-25 08:30:00,2.611111111111111
515,2022-07-25 08:45:00,2.777777777777778
516,2022-07-25 09:00:00,2.5
517,2022-07-25 09:15:00,2.411111111111111
518,2022-07-25 09:30:00,2.1777777777777776
519,2022-07-25 09:45:00,2.0
520,2022-07-25 10:00:00,2.2333333333333334
521,2022-07-25 10:15:00,2.3555555555555556
522,2022-07-25 10:30:00,2.3333333333333335
523,2022-07-25 10:45:00,3.25
524,2022-07-25 11:00:00,3.6666666666666665
525,2022-07-25 11:15:00,2.111111111111111
526,2022-07-25 11:30:00,2.722222222222222
527,2022-07-25 11:45:00,2.4444444444444446
528,2022-07-25 12:00:00,2.4404761904761902
529,2022-07-25 12:15:00,2.4583333333333335
530,2022-07-25 12:30:00,2.8273809523809526
531,2022-07-25 12:45:00,3.1666666666666665
532,2022-07-25 13:00:00,3.875
533,2022-07-25 13:15:00,3.9583333333333335
534,2022-07-25 13:30:00,3.5833333333333335
535,2022-07-25 13:45:00,3.625
536,2022-07-25 14:00:00,3.3333333333333335
537,2022-07-25 14:15:00,3.625
538,2022-07-25 14:30:00,3.6666666666666665
539,2022-07-25 14:45:00,3.0416666666666665
540,2022-07-25 15:00:00,3.25
541,2022-07-25 15:15:00,3.25
542,2022-07-25 15:30:00,3.5416666666666665
543,2022-07-25 15:45:00,3.4166666666666665
544,2022-07-25 16:00:00,2.875
545,2022-07-25 16:15:00,3.7083333333333335
546,2022-07-25 16:30:00,4.166666666666667
547,2022-07-25 16:45:00,3.875
548,2022-07-25 17:00:00,3.75
549,2022-07-25 17:15:00,3.9166666666666665
550,2022-07-25 17:30:00,4.083333333333333
551,2022-07-25 17:45:00,4.791666666666667
552,2022-07-25 18:00:00,4.916666666666667
553,2022-07-25 18:15:00,4.958333333333333
554,2022-07-25 18:30:00,5.041666666666667
555,2022-07-25 18:45:00,4.541666666666667
556,2022-07-25 19:00:00,4.833333333333333
557,2022-07-25 19:15:00,4.333333333333333
558,2022-07-25 19:30:00,4.75
559,2022-07-25 19:45:00,4.958333333333333
560,2022-07-25 20:00:00,5.083333333333333
561,2022-07-25 20:15:00,5.25
562,2022-07-25 20:30:00,4.958333333333333
563,2022-07-25 20:45:00,5.0
564,2022-07-25 21:00:00,5.291666666666667
565,2022-07-25 21:15:00,4.791666666666667
566,2022-07-25 21:30:00,4.916666666666667
567,2022-07-25 21:45:00,5.0
568,2022-07-25 22:00:00,5.0
569,2022-07-25 22:15:00,4.666666666666667
570,2022-07-25 22:30:00,4.916666666666667
571,2022-07-25 22:45:00,4.333333333333333
572,2022-07-25 23:00:00,4.208333333333333
573,2022-07-25 23:15:00,4.041666666666667
574,2022-07-25 23:30:00,3.5
575,2022-07-25 23:45:00,3.4583333333333335
576,2022-07-26 00:00:00,3.0
577,2022-07-26 00:15:00,2.875
578,2022-07-26 00:30:00,3.2916666666666665
579,2022-07-26 00:45:00,3.0416666666666665
580,2022-07-26 01:00:00,3.0833333333333335
581,2022-07-26 01:15:00,2.9166666666666665
582,2022-07-26 01:30:00,3.0416666666666665
583,2022-07-26 01:45:00,3.125
584,2022-07-26 02:00:00,3.5416666666666665
585,2022-07-26 02:15:00,3.875
586,2022-07-26 02:30:00,3.75
587,2022-07-26 02:45:00,3.5
588,2022-07-26 03:00:00,2.875
589,2022-07-26 03:15:00,2.875
590,2022-07-26 03:30:00,2.785714285714286
591,2022-07-26 03:45:00,2.986111111111111
592,2022-07-26 04:00:00,3.6666666666666665
593,2022-07-26 04:15:00,4.458333333333333
594,2022-07-26 04:30:00,4.541666666666667
595,2022-07-26 04:45:00,3.875
596,2022-07-26 05:00:00,3.4583333333333335
597,2022-07-26 05:15:00,3.0833333333333335
598,2022-07-26 05:30:00,3.4583333333333335
599,2022-07-26 05:45:00,3.2083333333333335
600,2022-07-26 06:00:00,3.9166666666666665
601,2022-07-26 06:15:00,3.75
602,2022-07-26 06:30:00,3.7083333333333335
603,2022-07-26 06:45:00,3.875
604,2022-07-26 07:00:00,3.5416666666666665
605,2022-07-26 07:15:00,3.3333333333333335
606,2022-07-26 07:30:00,3.5
607,2022-07-26 07:45:00,3.875
608,2022-07-26 08:00:00,4.333333333333333
609,2022-07-26 08:15:00,3.8888888888888893
610,2022-07-26 08:30:00,2.7916666666666665
611,2022-07-26 08:45:00,2.4166666666666665
612,2022-07-26 09:00:00,2.5634920634920633
613,2022-07-26 09:15:00,2.638888888888889
614,2022-07-26 09:30:00,2.388888888888889
615,2022-07-26 09:45:00,2.361111111111111
616,2022-07-26 10:00:00,2.0833333333333335
617,2022-07-26 10:15:00,1.6666666666666667
618,2022-07-26 10:30:00,2.5833333333333335
619,2022-07-26 10:45:00,3.138888888888889
620,2022-07-26 11:00:00,2.853968253968254
621,2022-07-26 11:15:00,3.5
622,2022-07-26 11:30:00,2.6055555555555556
623,2022-07-26 11:45:00,3.2055555555555557
624,2022-07-26 12:00:00,3.3055555555555554
625,2022-07-26 12:15:00,3.8611111111111107
626,2022-07-26 12:30:00,3.2916666666666665
627,2022-07-26 12:45:00,3.3333333333333335
628,2022-07-26 13:00:00,3.125
629,2022-07-26 13:15:00,2.625
