,date,A-Z,B-E,B-Z,B-N,A-N,A-E,current(A),inputvoltage(V),latitude,longitude,elevation(m),voltage(V),clockquality%,clockerror(s),numsatellites,antennastatus,status,locking,buffer%,temperature(C)
0,2022-04-01 19:01:00+00:00,1.47606,1.14556,1.13616,1.11672,1.48637,1.48552,0.14844,13.12617,-80.60087,28.60548,-13.0,9.36702,90.33445,3e-05,8.25753,0.0,0.19064,2.8796,4.74068,40.79349
1,2022-04-02 00:00:00+00:00,1.79433,1.14569,1.13616,1.11672,1.78596,1.78556,0.14896,12.78535,-80.60087,28.60548,-13.0,9.39522,90.15278,8e-05,8.3875,0.0,0.17292,2.88194,5.65104,36.23983
2,2022-04-03 00:00:00+00:00,1.84395,1.14576,1.13616,1.11672,1.83505,1.83503,0.14751,12.83191,-80.60087,28.60548,-13.0,9.39636,90.13889,0.0001,9.19444,0.0,0.14653,2.89722,7.24062,34.29948
3,2022-04-04 00:00:00+00:00,1.83542,1.14556,1.13616,1.11672,1.82618,1.8267,0.14756,12.88024,-80.60087,28.60548,-13.0,9.36689,90.15278,7e-05,9.075,0.0,0.16042,2.89306,8.75521,35.11665
4,2022-04-05 00:00:00+00:00,1.80301,1.14558,1.13616,1.11672,1.79449,1.79427,0.14777,12.8752,-80.60087,28.60548,-13.0,9.37913,90.16667,7e-05,9.22083,0.0,0.16181,2.89167,10.32222,37.1047
5,2022-04-06 00:00:00+00:00,1.79068,1.14555,1.13616,1.11672,1.7822,1.78189,0.14805,12.87346,-80.60087,28.60548,-13.0,9.37099,90.13194,6e-05,9.22847,0.0,0.15208,2.89514,11.94306,38.68802
6,2022-04-07 00:00:00+00:00,1.79085,1.14582,1.13616,1.11672,1.78237,1.78226,0.14776,12.8178,-80.60087,28.60548,-13.0,9.39814,90.06944,7e-05,9.28889,0.0,0.13611,2.90556,13.55868,35.92521
7,2022-04-08 00:00:00+00:00,1.84264,1.14583,1.13616,1.11672,1.8342,1.8344,0.14642,12.92118,-80.60087,28.60548,-13.0,9.38991,90.08333,7e-05,9.08542,0.0,0.14514,2.89861,15.22604,33.73186
8,2022-04-09 00:00:00+00:00,1.88497,1.14585,1.13641,1.11672,1.8764,1.87706,0.1461,12.95842,-80.60087,28.60548,-13.0,9.37564,90.17361,8e-05,9.25139,0.0,0.16597,2.88681,16.89375,31.4178
9,2022-04-10 00:00:00+00:00,1.88784,1.14558,1.13901,1.11672,1.87961,1.87942,0.1466,12.91848,-80.60087,28.60548,-13.0,9.33264,90.15972,7e-05,8.16597,0.0,0.16736,2.88542,18.58576,32.11848
10,2022-04-11 00:00:00+00:00,1.85479,1.1456,1.13772,1.11672,1.84564,1.84624,0.14758,12.86741,-80.60087,28.60548,-13.0,9.32488,90.18056,0.0001,8.50139,0.0,0.17778,2.87778,20.09757,34.82108
11,2022-04-12 00:00:00+00:00,1.82358,1.14564,1.13616,1.11672,1.81451,1.81436,0.14788,12.85683,-80.60087,28.60548,-13.0,9.3442,90.13194,8e-05,8.85694,0.0,0.15694,2.89097,21.62222,37.22917
12,2022-04-13 00:00:00+00:00,0.67439,1.14571,1.13616,1.11672,0.65765,0.65537,0.14873,12.85254,-80.60087,28.60548,-13.0,9.34437,90.13194,7e-05,8.71111,0.0,0.16597,2.88819,23.18681,37.65947
13,2022-04-14 00:00:00+00:00,-0.87068,1.14579,1.13616,1.11672,-0.89305,-0.89794,0.1491,12.82781,-80.60087,28.60548,-13.0,9.32475,90.21528,8e-05,8.44931,0.0,0.17778,2.88264,24.72708,39.73132
14,2022-04-15 00:00:00+00:00,-1.39795,1.14567,1.13616,1.11672,-1.42353,-1.42902,0.14848,12.83387,-80.60087,28.60548,-13.0,9.34267,90.13889,0.00011,8.25764,0.0,0.16528,2.88472,26.28229,38.31103
15,2022-04-16 00:00:00+00:00,-1.41038,1.14569,1.13616,1.11672,-1.43774,-1.44335,0.14861,12.79553,-80.60087,28.60548,-13.0,9.32779,90.13194,7e-05,8.56806,0.0,0.15556,2.89236,27.79965,38.82253
16,2022-04-17 00:00:00+00:00,-1.47074,1.1458,1.13616,1.11672,-1.49621,-1.50262,0.14873,12.81961,-80.60087,28.60548,-13.0,9.32485,90.15278,6e-05,8.53194,0.0,0.16667,2.8875,29.30174,39.49766
17,2022-04-18 00:00:00+00:00,-1.49655,1.14576,1.13616,1.11672,-1.52208,-1.52785,0.14895,12.82782,-80.60087,28.60548,-13.0,9.3203,90.16667,7e-05,9.15278,0.0,0.16181,2.88889,30.83889,40.16078
18,2022-04-19 00:00:00+00:00,-1.46496,1.14575,1.13616,1.11672,-1.49034,-1.49545,0.14758,12.90276,-80.60087,28.60548,-13.0,9.34206,90.125,6e-05,8.73819,0.0,0.15625,2.89722,32.45347,37.08376
19,2022-04-20 00:00:00+00:00,-1.41125,1.14585,1.13616,1.11672,-1.43567,-1.44147,0.14732,12.88993,-80.60087,28.60548,-13.0,9.34154,90.16667,5e-05,8.46042,0.0,0.16597,2.89028,34.1625,34.22744
20,2022-04-21 00:00:00+00:00,-1.53248,1.14579,1.13616,1.11672,-1.55855,-1.56408,0.14843,12.85474,-80.60087,28.60548,-13.0,9.34362,90.10417,8e-05,8.30556,0.0,0.14861,2.89375,35.9684,35.97189
21,2022-04-22 00:00:00+00:00,-1.59976,1.14573,1.13616,1.11672,-1.62635,-1.63171,0.14761,12.85246,-80.60087,28.60548,-13.0,9.34037,90.10417,0.00011,8.74028,0.0,0.15556,2.88958,37.76389,36.13623
22,2022-04-23 00:00:00+00:00,-1.59411,1.14573,1.13616,1.11672,-1.61993,-1.62639,0.14768,12.85715,-80.60087,28.60548,-13.0,9.32596,90.11111,7e-05,8.84653,0.0,0.14444,2.90417,39.47257,37.18568
23,2022-04-24 00:00:00+00:00,-1.66694,1.14569,1.13616,1.11672,-1.69392,-1.70078,0.14852,12.84309,-80.60087,28.60548,-13.0,9.31035,90.11111,7e-05,8.90347,0.0,0.15833,2.88889,41.08681,39.14365
24,2022-04-25 00:00:00+00:00,-1.73306,1.14581,1.13616,1.11672,-1.76024,-1.76713,0.1489,12.80543,-80.60087,28.60548,-13.0,9.29323,90.11111,7e-05,8.76806,0.0,0.15486,2.89028,42.65174,40.71151
25,2022-04-26 00:00:00+00:00,-1.72871,1.14579,1.13616,1.11672,-1.75564,-1.76203,0.14842,12.85004,-80.60087,28.60548,-13.0,9.29487,90.15278,8e-05,8.66319,0.0,0.17153,2.88333,44.19653,39.37423
26,2022-04-27 00:00:00+00:00,-1.77335,1.1458,1.13617,1.11672,-1.7999,-1.80644,0.14906,12.86025,-80.60087,28.60548,-13.0,9.28487,90.22222,8e-05,8.92292,0.0,0.18403,2.87778,45.72361,40.2497
27,2022-04-28 00:00:00+00:00,-1.71137,1.14589,1.13616,1.11672,-1.738,-1.74482,0.14746,12.88215,-80.60087,28.60548,-13.0,9.31899,90.19444,0.0001,9.10972,0.0,0.15903,2.89167,47.27604,36.42882
28,2022-04-29 00:00:00+00:00,-1.64266,1.14578,1.13616,1.11672,-1.66941,-1.67545,0.14761,12.8695,-80.60087,28.60548,-13.0,9.30675,90.13194,8e-05,8.72569,0.0,0.15347,2.89514,49.01146,36.98202
29,2022-04-30 00:00:00+00:00,-1.67315,1.14585,1.13616,1.11672,-1.69971,-1.706,0.14818,12.83624,-80.60087,28.60548,-13.0,9.2947,90.11806,5e-05,7.97361,0.0,0.14653,2.90208,50.6691,38.65919
30,2022-05-01 00:00:00+00:00,-1.72799,1.14587,1.13616,1.11672,-1.75456,-1.76082,0.14864,12.84104,-80.60087,28.60548,-13.0,9.28003,90.17361,6e-05,7.93403,0.0,0.16667,2.89236,52.21042,40.32094
31,2022-05-02 00:00:00+00:00,-1.75909,1.14586,1.13616,1.11672,-1.7853,-1.79178,0.14837,12.85448,-80.60087,28.60548,-13.0,9.27862,90.125,5e-05,8.24722,0.0,0.15694,2.89444,53.71458,40.13222
32,2022-05-03 00:00:00+00:00,-1.78319,1.14583,1.13616,1.11672,-1.81042,-1.8172,0.14805,12.86425,-80.60087,28.60548,-13.0,9.28608,90.11111,6e-05,8.60833,0.0,0.15069,2.89861,55.23472,39.38912
33,2022-05-04 00:00:00+00:00,-1.81074,1.14582,1.13616,1.11672,-1.83802,-1.84467,0.14886,12.84275,-80.60087,28.60548,-13.0,9.26743,90.1875,8e-05,8.61667,0.0,0.17569,2.88125,56.74792,40.84639
34,2022-05-05 00:00:00+00:00,-1.82274,1.14586,1.13668,1.11672,-1.84977,-1.85709,0.1493,12.82979,-80.60087,28.60548,-13.0,9.25802,90.17361,6e-05,8.70139,0.0,0.17917,2.88125,58.26632,42.05841
35,2022-05-06 00:00:00+00:00,-1.87326,1.14587,1.13616,1.11672,-1.90039,-1.90831,0.14929,12.81391,-80.60087,28.60548,-13.0,9.25278,90.125,8e-05,8.36319,0.0,0.16111,2.88889,59.80764,42.49801
36,2022-05-07 00:00:00+00:00,-1.88743,1.14586,1.13616,1.11672,-1.91438,-1.92181,0.14891,12.84203,-80.60087,28.60548,-13.0,9.25524,90.14583,7e-05,8.40556,0.0,0.16111,2.88958,61.37743,41.99092
37,2022-05-08 00:00:00+00:00,-1.89201,1.14583,1.13618,1.11672,-1.9192,-1.92611,0.1493,12.82463,-80.60087,28.60548,-13.0,9.256,90.15278,8e-05,7.45486,0.0,0.17431,2.88333,62.96597,41.25949
38,2022-05-09 00:00:00+00:00,-1.86689,1.14583,1.13616,1.11672,-1.89348,-1.90066,0.14847,12.88714,-80.54489,28.60548,-13.0,9.27186,90.17361,7e-05,7.29583,0.0,0.16528,2.89097,64.53229,39.28645
39,2022-05-10 00:00:00+00:00,-1.79406,1.14582,1.13616,1.11672,-1.82065,-1.82729,0.14825,12.86465,-80.60087,28.60548,-13.0,9.27569,90.14583,7e-05,7.30417,0.0,0.16736,2.88681,66.22951,37.64502
40,2022-05-11 00:00:00+00:00,-1.80719,1.14583,1.13616,1.11672,-1.83365,-1.84034,0.14823,12.84144,-80.60087,28.60548,-13.0,9.2773,90.13889,0.0001,7.54306,0.0,0.16111,2.88611,67.94236,37.49297
41,2022-05-12 00:00:00+00:00,-1.82006,1.14575,1.13616,1.11672,-1.84737,-1.85413,0.14834,12.84647,-80.60087,28.60548,-13.0,9.27347,90.15278,8e-05,7.93056,0.0,0.16597,2.89028,69.69028,37.6513
42,2022-05-13 00:00:00+00:00,-1.83333,1.14583,1.13616,1.11672,-1.85951,-1.86596,0.14791,12.8831,-80.60087,28.60548,-13.0,9.26554,90.20833,5e-05,8.04722,0.0,0.18125,2.87917,71.26389,37.77247
43,2022-05-14 00:00:00+00:00,-1.89763,1.14587,1.13616,1.11672,-1.92517,-1.93223,0.14861,12.8304,-80.60087,28.60548,-13.0,9.2449,90.15972,8e-05,8.13194,0.0,0.16667,2.88958,72.75556,40.30896
44,2022-05-15 00:00:00+00:00,-1.93889,1.14585,1.13616,1.11672,-1.96674,-1.97442,0.14968,12.78468,-80.60087,28.60548,-13.0,9.2396,90.21528,8e-05,6.87431,0.0,0.17708,2.88125,74.21181,41.27465
45,2022-05-16 00:00:00+00:00,-1.95253,1.14586,1.13672,1.11672,-1.97981,-1.98749,0.14973,12.80966,-80.60087,28.60548,-13.0,9.23112,90.22917,8e-05,7.30556,0.0,0.19097,2.87292,75.72917,42.2869
46,2022-05-17 00:00:00+00:00,-1.96161,1.14587,1.13663,1.11672,-1.98863,-1.99646,0.14935,12.81923,-80.60087,28.60548,-13.0,9.22841,90.11806,8e-05,7.98472,0.0,0.16458,2.88542,77.25174,42.36562
47,2022-05-18 00:00:00+00:00,-2.0021,1.14587,1.13642,1.11672,-2.02914,-2.0367,0.14935,12.84343,-80.60087,28.60548,-13.0,9.22543,90.22222,7e-05,8.39167,0.0,0.18403,2.87778,78.79271,42.90613
48,2022-05-19 00:00:00+00:00,-2.01251,1.14586,1.13687,1.11672,-2.03958,-2.04788,0.14986,12.78569,-80.60087,28.60548,-13.0,9.21997,90.22222,0.0001,8.54444,0.0,0.1875,2.875,80.27917,43.20811
49,2022-05-20 00:00:00+00:00,-1.97846,1.14584,1.13616,1.11672,-2.00505,-2.01264,0.14872,12.81011,-80.60087,28.60548,-13.0,9.24814,90.15278,6e-05,8.40208,0.0,0.16736,2.88611,81.80347,40.51647
50,2022-05-21 00:00:00+00:00,-1.93088,1.14583,1.13616,1.11672,-1.95811,-1.96603,0.14842,12.80162,-80.60087,28.60548,-13.0,9.25644,90.11111,6e-05,8.92778,0.0,0.15,2.89583,83.31701,38.76881
51,2022-05-22 00:00:00+00:00,-1.98041,1.14585,1.13616,1.11672,-2.00717,-2.01534,0.14923,12.81893,-80.60087,28.60548,-13.0,9.23812,90.20139,8e-05,9.03333,0.0,0.17361,2.88264,84.81319,41.08846
52,2022-05-23 00:00:00+00:00,-2.01478,1.14581,1.13616,1.11672,-2.04164,-2.04965,0.14924,12.7971,-80.60087,28.60548,-13.0,9.2317,90.15278,8e-05,8.46528,0.0,0.15625,2.89444,86.28472,42.10891
53,2022-05-24 00:00:00+00:00,-2.03714,1.14584,1.13616,1.11672,-2.0639,-2.07173,0.14943,12.80005,-80.60087,28.60548,-13.0,9.22616,90.18056,0.0001,7.17222,0.0,0.16736,2.88472,87.84688,42.7639
54,2022-05-25 00:00:00+00:00,-1.98778,1.14586,1.13616,1.11672,-2.01466,-2.02311,0.1494,12.77028,-80.60087,28.60548,-13.0,9.24012,90.14155,9e-05,7.54038,0.0,0.15737,2.88593,89.26307,41.19663
55,2022-05-26 00:00:00+00:00,-0.65078,1.14583,1.13616,1.11672,-0.67121,-0.67599,0.14547,13.05543,-80.60087,28.60548,-13.0,9.22486,90.19444,7e-05,9.13403,0.0,0.17361,2.88333,90.73229,41.58657
56,2022-05-27 00:00:00+00:00,-0.63941,1.14579,1.13616,1.11672,-0.65973,-0.66388,0.14544,13.06049,-80.60087,28.60548,-13.0,9.23341,90.26389,8e-05,9.25486,0.0,0.18472,2.88056,92.10972,40.98979
57,2022-05-28 00:00:00+00:00,-0.6342,1.14573,1.13616,1.11672,-0.65395,-0.65942,0.1454,13.01364,-80.60087,28.60548,-13.0,9.25078,90.1875,6e-05,9.16806,0.0,0.17986,2.88125,93.42431,38.92627
58,2022-05-29 00:00:00+00:00,-0.62824,1.1458,1.13616,1.11672,-0.64898,-0.65322,0.14579,13.03943,-80.60087,28.60548,-13.0,9.22011,90.1875,9e-05,9.16389,0.0,0.17361,2.88403,94.57743,42.06253
59,2022-05-30 00:00:00+00:00,-0.6247,1.14582,1.13698,1.11672,-0.64547,-0.65004,0.14573,13.05128,-80.60087,28.60548,-13.0,9.21669,90.13194,6e-05,9.22639,0.0,0.17083,2.88542,95.80035,41.85675
60,2022-05-31 00:00:00+00:00,-0.62459,1.14585,1.13629,1.11672,-0.64505,-0.64978,0.14612,13.05289,-80.60087,28.60548,-13.0,9.21408,90.28472,7e-05,9.26389,0.0,0.19444,2.87431,97.06319,42.25126
61,2022-06-01 00:00:00+00:00,-0.62561,1.14576,1.13616,1.11672,-0.64576,-0.65131,0.14592,13.04989,-80.60087,28.60548,-13.0,9.2221,90.21528,8e-05,9.24097,0.0,0.18542,2.88125,98.48021,41.32955
62,2022-06-02 00:00:00+00:00,-0.6238,1.14584,1.13616,1.11672,-0.64445,-0.64938,0.14562,13.05581,-80.60087,28.60548,-13.0,9.21605,90.14583,6e-05,9.39097,0.0,0.16528,2.88681,99.75556,41.30631
63,2022-06-03 00:00:00+00:00,-0.62312,1.14575,1.13616,1.11672,-0.64367,-0.64744,0.14542,13.02496,-80.60087,28.60548,-13.0,9.24515,90.15972,5e-05,9.13333,0.0,0.16319,2.89375,100.0,38.46296
64,2022-06-04 00:00:00+00:00,-0.62006,1.14587,1.13616,1.11672,-0.6416,-0.64401,0.14625,12.87575,-80.60087,28.60548,-13.0,9.27148,90.14583,7e-05,9.36042,0.0,0.14792,2.90208,100.0,35.56599
65,2022-06-05 00:00:00+00:00,-0.61197,1.1458,1.13616,1.11672,-0.63327,-0.63683,0.14567,13.02553,-80.60087,28.60548,-13.0,9.22151,90.1875,0.00011,9.36597,0.0,0.17153,2.87569,100.0,40.71971
66,2022-06-06 00:00:00+00:00,-0.61026,1.14574,1.13616,1.11672,-0.63186,-0.63429,0.14562,13.03971,-80.60087,28.60548,-13.0,9.24551,90.23611,6e-05,9.33194,0.0,0.18681,2.87917,100.0,39.25295
67,2022-06-07 00:00:00+00:00,-0.60915,1.14583,1.13616,1.11672,-0.63081,-0.63365,0.14563,13.05481,-80.60087,28.60548,-13.0,9.22696,90.11806,0.00011,9.3375,0.0,0.16389,2.88264,100.0,40.33323
68,2022-06-08 00:00:00+00:00,-0.60921,1.14575,1.13619,1.11672,-0.63052,-0.6337,0.14567,13.05307,-80.60087,28.60548,-13.0,9.22239,90.15972,6e-05,9.36944,0.0,0.16806,2.88958,100.0,41.69548
69,2022-06-09 00:00:00+00:00,-0.61253,1.14564,1.1362,1.11672,-0.63318,-0.63603,0.14571,13.02792,-80.60087,28.60548,-13.0,9.24003,90.20139,9e-05,9.09722,0.0,0.18125,2.87847,100.0,39.67952
70,2022-06-10 00:00:00+00:00,-0.61407,1.14573,1.13616,1.11672,-0.63414,-0.63758,0.14619,12.97513,-80.60087,28.60548,-13.0,9.24843,90.22222,0.0001,8.96319,0.0,0.17917,2.87639,100.0,39.21203
71,2022-06-11 00:00:00+00:00,-0.61037,1.14571,1.13616,1.11672,-0.63194,-0.63431,0.14566,12.97328,-80.60087,28.60548,-13.0,9.2567,90.18056,9e-05,9.32222,0.0,0.17014,2.88472,100.0,37.93467
72,2022-06-12 00:00:00+00:00,-0.60483,1.14569,1.13616,1.11672,-0.6259,-0.63026,0.14528,13.02388,-80.60085,28.60547,-14.10486,9.24922,90.16667,7e-05,9.31181,0.0,0.15417,2.89861,100.0,39.19887
73,2022-06-13 00:00:00+00:00,-0.60393,1.14577,1.13616,1.11672,-0.62434,-0.62825,0.14552,13.06922,-80.60079,28.60543,-17.0,9.23167,90.19444,7e-05,9.30069,0.0,0.17292,2.8875,100.0,41.46748
74,2022-06-14 00:00:00+00:00,-0.60467,1.1458,1.13616,1.11672,-0.62537,-0.63053,0.14577,13.03685,-80.60079,28.60543,-17.0,9.22174,90.16667,8e-05,9.32639,0.0,0.16667,2.88611,100.0,43.15768
75,2022-06-15 00:00:00+00:00,-0.60782,1.14579,1.13653,1.11672,-0.62971,-0.63341,0.14607,13.04773,-80.60079,28.60543,-17.0,9.21538,90.17361,7e-05,9.03403,0.0,0.17222,2.88542,100.0,43.77625
76,2022-06-16 00:00:00+00:00,-0.61249,1.14578,1.13675,1.11672,-0.63307,-0.63636,0.14606,13.0461,-80.60079,28.60543,-17.0,9.21595,90.26389,7e-05,9.15208,0.0,0.19514,2.87361,100.0,43.70853
77,2022-06-17 00:00:00+00:00,-0.61311,1.14581,1.1372,1.11672,-0.63387,-0.63789,0.14618,13.03793,-80.60079,28.60543,-17.0,9.2131,90.16667,7e-05,9.24236,0.0,0.17292,2.88472,100.0,43.72853
78,2022-06-18 00:00:00+00:00,-0.61449,1.14574,1.13648,1.11672,-0.63498,-0.63925,0.14651,13.00464,-80.60079,28.60543,-17.0,9.22964,90.22222,7e-05,9.20833,0.0,0.19028,2.87639,100.0,41.46746
79,2022-06-19 00:00:00+00:00,-0.61302,1.1458,1.13616,1.11672,-0.63367,-0.63684,0.1457,13.01441,-80.60079,28.60543,-17.0,9.23981,90.15972,9e-05,9.11944,0.0,0.16944,2.88542,100.0,39.81634
80,2022-06-20 00:00:00+00:00,-0.60957,1.14582,1.13616,1.11672,-0.63096,-0.63395,0.14557,13.05996,-80.60079,28.60543,-17.0,9.21822,90.18056,9e-05,9.11875,0.0,0.17431,2.87917,100.0,42.44292
81,2022-06-21 00:00:00+00:00,-0.60952,1.14584,1.13627,1.11672,-0.63061,-0.63364,0.14579,13.06177,-80.60079,28.60543,-17.0,9.22093,90.15972,8e-05,9.20139,0.0,0.17431,2.88403,100.0,41.65826
82,2022-06-22 00:00:00+00:00,-0.60682,1.14587,1.13652,1.11672,-0.62837,-0.63209,0.14592,13.05786,-80.60079,28.60543,-17.0,9.21128,90.21528,8e-05,9.04444,0.0,0.18403,2.87569,100.0,42.22967
83,2022-06-23 00:00:00+00:00,-0.60521,1.14585,1.13758,1.11672,-0.62653,-0.63102,0.14621,13.03668,-80.60079,28.60543,-17.0,9.20673,90.16667,8e-05,9.26528,0.0,0.18333,2.875,100.0,42.17559
84,2022-06-24 00:00:00+00:00,-0.60738,1.14579,1.13708,1.11672,-0.62846,-0.63277,0.14689,12.97923,-80.60079,28.60543,-17.0,9.21295,90.22917,6e-05,9.02917,0.0,0.18611,2.87708,100.0,42.34846
85,2022-06-25 00:00:00+00:00,-0.61023,1.14581,1.13621,1.11672,-0.63143,-0.63405,0.14609,13.01263,-80.60079,28.60543,-17.0,9.21534,90.20139,0.00013,9.28472,0.0,0.17569,2.87431,100.0,41.50561
86,2022-06-26 00:00:00+00:00,-0.60988,1.14581,1.13616,1.11672,-0.63104,-0.63393,0.14579,13.06348,-80.60079,28.60543,-17.0,9.20886,90.22222,9e-05,9.22153,0.0,0.175,2.88194,100.0,42.70291
87,2022-06-27 00:00:00+00:00,-0.60944,1.14582,1.13618,1.11672,-0.63038,-0.63382,0.14548,13.05286,-80.60079,28.60543,-17.0,9.20657,90.13194,0.0001,9.22153,0.0,0.16111,2.88958,100.0,42.2525
