,date,buffer%,A-Z,B-E,B-Z,B-N,A-N,A-E,elevation(m),latitude,longitude,voltage(V),clockquality%,clockerror(s),numsatellites,antennastatus,status,locking,current(A),inputvoltage(V),temperature(C)
0,2022-03-30 17:25:00+00:00,3.03165,-2.18681,1.08718,1.08755,1.09727,-2.18163,-2.18072,-20.0,-80.60075,28.60498,8.6533,90.40404,4e-05,8.4596,0.0,0.22475,2.85859,0.15057,13.11536,44.18634
1,2022-03-31 00:00:00+00:00,3.90174,-2.24723,1.08755,1.09152,1.09727,-2.24019,-2.23946,-20.0,-80.60075,28.60498,8.81451,90.25694,5e-05,8.80208,0.0,0.18056,2.88542,0.15043,12.46498,36.48103
2,2022-04-01 00:00:00+00:00,5.24062,-2.24728,1.08755,1.09173,1.09727,-2.23806,-2.23793,-20.0,-80.60075,28.60498,8.84123,90.1875,5e-05,8.78958,0.0,0.15694,2.89792,0.14899,12.40024,34.92951
3,2022-04-02 00:00:00+00:00,6.51111,-2.24131,1.08755,1.0936,1.09727,-2.23637,-2.23605,-20.0,-80.60075,28.60498,8.84068,90.32639,5e-05,8.71944,0.0,0.20139,2.86875,0.15268,12.23811,34.57163
4,2022-04-03 00:00:00+00:00,7.75938,-2.30441,1.08755,1.09419,1.0978,-2.29715,-2.2965,-20.0,-80.60075,28.60498,8.87583,90.24306,9e-05,8.90903,0.0,0.16528,2.89097,0.15179,12.30265,32.28801
5,2022-04-04 00:00:00+00:00,8.95,-2.30629,1.09132,1.09321,1.10198,-2.29797,-2.29753,-20.0,-80.60075,28.60498,8.85415,90.28472,6e-05,8.89861,0.0,0.19653,2.86875,0.15071,12.5163,32.42255
6,2022-04-05 00:00:00+00:00,10.24722,-2.30394,1.08755,1.09221,1.09727,-2.29627,-2.29609,-20.0,-80.60075,28.60498,8.79059,90.1875,8e-05,8.81181,0.0,0.17014,2.88264,0.15216,12.38224,36.58849
7,2022-04-06 00:00:00+00:00,11.59236,-2.31049,1.08755,1.08897,1.09727,-2.30218,-2.30182,-20.0,-80.60075,28.60498,8.76275,90.24306,9e-05,8.85417,0.0,0.18056,2.87708,0.15272,12.35024,38.16881
8,2022-04-07 00:00:00+00:00,12.85833,-2.31835,1.08755,1.08931,1.09727,-2.31329,-2.31204,-20.0,-80.60075,28.60498,8.82568,90.30556,7e-05,8.78611,0.0,0.17708,2.8875,0.15615,12.17416,35.34779
9,2022-04-08 00:00:00+00:00,14.20382,-2.31677,1.08954,1.09381,1.09982,-2.30903,-2.30833,-20.0,-80.60075,28.60498,8.87188,90.21528,4e-05,8.63194,0.0,0.16597,2.89097,0.15598,12.22833,32.04727
10,2022-04-09 00:00:00+00:00,15.5375,-2.30354,1.09226,1.09431,1.1025,-2.29557,-2.29449,-20.0,-80.60075,28.60498,8.90051,90.21528,6e-05,8.79722,0.0,0.16806,2.88819,0.15121,12.56218,29.48381
11,2022-04-10 00:00:00+00:00,16.8375,-2.28861,1.09283,1.09355,1.10277,-2.2819,-2.28138,-20.0,-80.60075,28.60498,8.89045,90.23611,6e-05,8.79861,0.0,0.19236,2.875,0.15019,12.64305,28.88533
12,2022-04-11 00:00:00+00:00,18.04826,-2.27959,1.0925,1.09308,1.1023,-2.274,-2.27277,-20.0,-80.60075,28.60498,8.8298,90.36111,5e-05,8.76944,0.0,0.21319,2.86389,0.1516,12.63324,31.88658
13,2022-04-12 00:00:00+00:00,19.37153,-2.28314,1.0876,1.09256,1.09901,-2.27553,-2.27453,-20.0,-80.60075,28.60498,8.77308,90.30556,8e-05,8.78819,0.0,0.19653,2.87083,0.15133,12.641,36.16998
14,2022-04-13 00:00:00+00:00,20.69549,-2.29278,1.08755,1.09218,1.09727,-2.28571,-2.28485,-20.0,-80.60075,28.60498,8.76299,90.34028,8e-05,8.81875,0.0,0.20486,2.86458,0.15177,12.64315,36.92477
15,2022-04-14 00:00:00+00:00,22.07153,-2.30394,1.08755,1.09154,1.09727,-2.29646,-2.29598,-20.0,-80.60075,28.60498,8.7235,90.29167,0.00011,8.68125,0.0,0.20278,2.86389,0.15271,12.64495,38.80062
16,2022-04-15 00:00:00+00:00,23.46146,-2.31474,1.08755,1.08857,1.09727,-2.30849,-2.30802,-20.0,-80.60075,28.60498,8.75147,90.1875,8e-05,8.76736,0.0,0.17639,2.87986,0.15239,12.6507,38.02846
17,2022-04-16 00:00:00+00:00,24.79167,-2.32196,1.08755,1.09158,1.09727,-2.31483,-2.31466,-20.0,-80.60075,28.60498,8.7348,90.29861,9e-05,8.78264,0.0,0.19653,2.87014,0.15277,12.63874,38.23395
18,2022-04-17 00:00:00+00:00,26.02118,-2.32753,1.08755,1.0908,1.09727,-2.31966,-2.3182,-20.0,-80.60075,28.60498,8.72093,90.375,6e-05,8.80903,0.0,0.20625,2.86667,0.1536,12.60808,38.99228
19,2022-04-18 00:00:00+00:00,27.22778,-2.33248,1.08755,1.08828,1.09727,-2.32491,-2.32443,-20.0,-80.60075,28.60498,8.72368,90.27778,9e-05,8.94236,0.0,0.18681,2.87222,0.1492,12.63384,39.01602
20,2022-04-19 00:00:00+00:00,28.57847,-2.33466,1.08755,1.0925,1.09727,-2.32517,-2.32495,-20.0,-80.60075,28.60498,8.80969,90.22222,3e-05,8.80347,0.0,0.17917,2.87778,0.14523,12.71139,34.76335
21,2022-04-20 00:00:00+00:00,29.99618,-2.32724,1.08934,1.09288,1.09996,-2.32084,-2.31998,-20.0,-80.60075,28.60498,8.81265,90.22917,4e-05,8.78542,0.0,0.17708,2.88542,0.14567,12.65512,33.76224
22,2022-04-21 00:00:00+00:00,31.42188,-2.325,1.08755,1.09211,1.09727,-2.31638,-2.31628,-20.0,-80.60075,28.60498,8.76901,90.29861,6e-05,8.50139,0.0,0.18819,2.87708,0.14836,12.54872,36.56569
23,2022-04-22 00:00:00+00:00,32.86736,-2.32478,1.08755,1.0921,1.09727,-2.31637,-2.31625,-20.0,-80.60075,28.60498,8.78423,90.19444,2e-05,8.60208,0.0,0.16875,2.88889,0.14733,12.55325,35.8538
24,2022-04-23 00:00:00+00:00,34.25382,-2.3258,1.08755,1.09257,1.09727,-2.3172,-2.31681,-20.0,-80.60075,28.60498,8.74949,90.34028,7e-05,8.68819,0.0,0.19097,2.88125,0.14803,12.52262,37.01637
25,2022-04-24 00:00:00+00:00,35.56563,-2.32828,1.08755,1.09165,1.09727,-2.32039,-2.3188,-20.0,-80.60075,28.60498,8.71949,90.3125,7e-05,8.56111,0.0,0.19792,2.87014,0.14816,12.5617,38.5488
26,2022-04-25 00:00:00+00:00,36.87639,-2.33296,1.08755,1.09132,1.09727,-2.32595,-2.32543,-20.0,-80.60075,28.60498,8.69228,90.23611,9e-05,8.56389,0.0,0.1875,2.87361,0.14895,12.54301,39.64356
27,2022-04-26 00:00:00+00:00,38.32778,-2.33766,1.08893,1.09187,1.09874,-2.33034,-2.32878,-20.0,-80.60075,28.60498,8.7178,90.28472,7e-05,8.45278,0.0,0.20278,2.86181,0.14985,12.50957,37.96552
28,2022-04-27 00:00:00+00:00,39.6441,-2.34092,1.08755,1.09173,1.0973,-2.33466,-2.33443,-20.0,-80.60075,28.60498,8.70519,90.30556,9e-05,8.625,0.0,0.20347,2.8625,0.14883,12.51853,38.60912
29,2022-04-28 00:00:00+00:00,40.96944,-2.34444,1.08755,1.09094,1.09727,-2.33602,-2.33569,-20.0,-80.60075,28.60498,8.7739,90.22917,5e-05,8.69514,0.0,0.17083,2.88542,0.14663,12.62125,35.7264
30,2022-04-29 00:00:00+00:00,42.39201,-2.34433,1.08755,1.09261,1.09727,-2.33531,-2.33525,-20.0,-80.60075,28.60498,8.75855,90.31944,8e-05,8.73056,0.0,0.19306,2.87639,0.14789,12.63026,36.12854
31,2022-04-30 00:00:00+00:00,43.79549,-2.34131,1.08755,1.09221,1.09727,-2.33439,-2.33421,-20.0,-80.60075,28.60498,8.7284,90.29861,4e-05,8.52222,0.0,0.18958,2.87569,0.1489,12.55648,37.46749
32,2022-05-01 00:00:00+00:00,45.06319,-2.34516,1.08755,1.09122,1.09727,-2.33597,-2.33548,-20.0,-80.60075,28.60498,8.68356,90.26389,7e-05,8.55486,0.0,0.19097,2.875,0.14974,12.50931,39.58752
33,2022-05-02 00:00:00+00:00,46.37014,-2.35022,1.08755,1.09143,1.09733,-2.34245,-2.34197,-20.0,-80.60075,28.60498,8.69086,90.39583,5e-05,8.54236,0.0,0.21389,2.86458,0.14994,12.49408,39.08238
34,2022-05-03 00:00:00+00:00,47.70938,-2.3565,1.08755,1.09048,1.09727,-2.34814,-2.34689,-20.0,-80.60075,28.60498,8.68797,90.35417,3e-05,8.57778,0.0,0.20278,2.87014,0.15056,12.51409,39.52184
35,2022-05-04 00:00:00+00:00,49.09062,-2.36011,1.08755,1.09118,1.09749,-2.35304,-2.35211,-20.0,-80.60075,28.60498,8.68075,90.3125,9e-05,8.79236,0.0,0.20347,2.86181,0.15119,12.48075,39.35444
36,2022-05-05 00:00:00+00:00,50.44132,-2.36554,1.08755,1.09082,1.09727,-2.35608,-2.35522,-20.0,-80.60075,28.60498,8.6557,90.31944,8e-05,8.77639,0.0,0.19792,2.87222,0.15101,12.5218,40.48996
37,2022-05-06 00:00:00+00:00,51.76042,-2.36973,1.08755,1.08893,1.09727,-2.36272,-2.3616,-20.0,-80.60075,28.60498,8.62829,90.33333,6e-05,8.70347,0.0,0.20972,2.86389,0.15089,12.53424,41.76815
38,2022-05-07 00:00:00+00:00,53.01007,-2.37511,1.08755,1.08875,1.09727,-2.36671,-2.36571,-20.0,-80.60075,28.60498,8.65657,90.375,1e-05,8.60347,0.0,0.21667,2.8625,0.1509,12.55392,40.80827
39,2022-05-08 00:00:00+00:00,54.22118,-2.37853,1.08755,1.09094,1.09727,-2.37229,-2.37141,-20.0,-80.60075,28.60498,8.6771,90.27083,8e-05,8.68472,0.0,0.19444,2.86597,0.15011,12.58511,39.48466
40,2022-05-09 00:00:00+00:00,55.42361,-2.37769,1.08755,1.09102,1.09727,-2.37124,-2.3693,-20.0,-80.60075,28.60498,8.72112,90.29167,4e-05,8.70903,0.0,0.18681,2.87917,0.14928,12.63319,37.7157
41,2022-05-10 00:00:00+00:00,56.90312,-2.37412,1.08755,1.09265,1.09743,-2.36634,-2.36521,-20.0,-80.60075,28.60498,8.74697,90.29167,7e-05,8.61597,0.0,0.18889,2.87222,0.14896,12.65908,35.89045
42,2022-05-11 00:00:00+00:00,58.32708,-2.37159,1.08755,1.09259,1.09727,-2.3636,-2.36349,-20.0,-80.60075,28.60498,8.75277,90.30556,5e-05,8.63403,0.0,0.17917,2.8875,0.14771,12.68879,35.88877
43,2022-05-12 00:00:00+00:00,59.74826,-2.37032,1.08755,1.09251,1.09727,-2.36437,-2.36412,-20.0,-80.60075,28.60498,8.74667,90.29861,5e-05,8.53333,0.0,0.18889,2.88125,0.14904,12.66938,36.05544
44,2022-05-13 00:00:00+00:00,61.11771,-2.37041,1.08947,1.09239,1.09974,-2.36398,-2.36323,-20.0,-80.60075,28.60498,8.74107,90.26389,3e-05,8.55903,0.0,0.19097,2.87361,0.15049,12.63785,35.89005
45,2022-05-14 00:00:00+00:00,62.38264,-2.37119,1.08857,1.09169,1.09875,-2.36342,-2.36276,-20.0,-80.60075,28.60498,8.67498,90.19444,7e-05,8.77639,0.0,0.17917,2.87778,0.15056,12.61211,38.87202
46,2022-05-15 00:00:00+00:00,63.55694,-2.3734,1.08755,1.09022,1.09727,-2.36514,-2.36464,-20.0,-80.60075,28.60498,8.64462,90.3125,7e-05,8.63681,0.0,0.2125,2.86042,0.15149,12.59464,40.49717
47,2022-05-16 00:00:00+00:00,64.80174,-2.37977,1.08755,1.08988,1.09736,-2.37116,-2.37072,-20.0,-80.60075,28.60498,8.64684,90.34722,6e-05,8.71389,0.0,0.21806,2.85694,0.15129,12.57529,40.42619
48,2022-05-17 00:00:00+00:00,66.15799,-2.38581,1.08755,1.09024,1.09727,-2.37677,-2.37602,-20.0,-80.60075,28.60498,8.63366,90.20833,9e-05,8.71111,0.0,0.18194,2.875,0.15168,12.56856,40.84514
49,2022-05-18 00:00:00+00:00,67.40972,-2.39023,1.08755,1.08883,1.09727,-2.38394,-2.3833,-20.0,-80.60075,28.60498,8.62817,90.31944,7e-05,8.56736,0.0,0.19861,2.87361,0.15232,12.55438,41.37108
50,2022-05-19 00:00:00+00:00,68.64722,-2.39733,1.08755,1.089,1.09727,-2.38911,-2.38789,-20.0,-80.60075,28.60498,8.61577,90.27778,8e-05,8.70903,0.0,0.19514,2.87083,0.1521,12.54514,41.81911
51,2022-05-20 00:00:00+00:00,69.98542,-2.40249,1.08755,1.08755,1.09727,-2.39391,-2.39387,-20.0,-80.60075,28.60498,8.66451,90.32639,6e-05,8.53403,0.0,0.19792,2.87153,0.1525,12.48869,40.07407
52,2022-05-21 00:00:00+00:00,71.27014,-2.4026,1.08755,1.09119,1.09727,-2.39379,-2.39358,-20.0,-80.60075,28.60498,8.68739,90.35417,7e-05,8.82917,0.0,0.20208,2.87014,0.15155,12.54327,38.46691
53,2022-05-22 00:00:00+00:00,72.45451,-2.40226,1.08755,1.08814,1.09727,-2.39353,-2.39332,-20.0,-80.60075,28.60498,8.64723,90.29861,8e-05,8.84861,0.0,0.18889,2.87847,0.15189,12.52601,40.32759
54,2022-05-23 00:00:00+00:00,73.675,-2.40319,1.08755,1.08755,1.09727,-2.39361,-2.39359,-20.0,-80.60075,28.60498,8.61762,90.29861,6e-05,8.72569,0.0,0.18889,2.87986,0.15349,12.47826,41.65256
55,2022-05-24 00:00:00+00:00,75.00104,-2.40653,1.08755,1.0882,1.09727,-2.39866,-2.39763,-20.0,-80.60075,28.60498,8.59812,90.27083,6e-05,8.56875,0.0,0.19583,2.86875,0.15458,12.4294,42.38639
56,2022-05-25 00:00:00+00:00,76.24245,-2.41061,1.08755,1.08758,1.09727,-2.4028,-2.40249,-20.0,-80.60075,28.60498,8.6379,90.25327,7e-05,8.84886,0.0,0.18791,2.875,0.15429,12.33602,40.7745
57,2022-05-26 00:00:00+00:00,77.69063,-2.41387,1.08755,1.08797,1.09727,-2.40434,-2.40381,-20.0,-80.60075,28.60498,8.59304,90.28472,5e-05,8.82986,0.0,0.19097,2.87847,0.15462,12.38636,42.23939
58,2022-05-27 00:00:00+00:00,79.05382,-2.41855,1.08755,1.08785,1.09727,-2.41082,-2.41028,-20.0,-80.60075,28.60498,8.60029,90.1875,9e-05,8.90347,0.0,0.17917,2.88125,0.15475,12.46831,41.96544
59,2022-05-28 00:00:00+00:00,80.36076,-2.42062,1.08755,1.08987,1.09727,-2.41277,-2.41271,-20.0,-80.60075,28.60498,8.66594,90.27778,4e-05,8.98333,0.0,0.20486,2.86389,0.15612,12.40444,39.16989
60,2022-05-29 00:00:00+00:00,81.51979,-2.4216,1.08755,1.08907,1.09727,-2.41265,-2.41222,-20.0,-80.60075,28.60498,8.58984,90.40278,8e-05,8.90833,0.0,0.21667,2.85972,0.15625,12.42041,41.99056
61,2022-05-30 00:00:00+00:00,82.68472,-2.41887,1.08755,1.09038,1.09815,-2.4118,-2.41119,-20.0,-80.60075,28.60498,8.59162,90.32639,5e-05,9.01389,0.0,0.2,2.87431,0.15727,12.32844,41.68697
62,2022-05-31 00:00:00+00:00,83.89549,-2.42152,1.08755,1.08949,1.09727,-2.41236,-2.41247,-20.0,-80.60075,28.60498,8.59273,90.26389,1e-05,9.02431,0.0,0.2,2.86111,0.15629,12.44332,41.96975
63,2022-06-01 00:00:00+00:00,85.24931,-2.4239,1.08755,1.08922,1.09727,-2.41519,-2.41446,-20.0,-80.60075,28.60498,8.62175,90.3125,4e-05,8.84306,0.0,0.19375,2.87431,0.1556,12.47148,40.86419
64,2022-06-02 00:00:00+00:00,86.5691,-2.4243,1.08755,1.09074,1.09727,-2.41673,-2.4155,-20.0,-80.60075,28.60498,8.64394,90.22222,6e-05,9.03611,0.0,0.19028,2.87917,0.1557,12.45597,39.52869
65,2022-06-03 00:00:00+00:00,87.87813,-2.4217,1.08755,1.09038,1.09727,-2.41256,-2.4124,-20.0,-80.60075,28.60498,8.67753,90.31944,7e-05,9.04375,0.0,0.19306,2.87083,0.15694,12.33572,38.09147
66,2022-06-04 00:00:00+00:00,89.16007,-2.41811,1.08755,1.0909,1.09727,-2.41197,-2.41152,-20.0,-80.60075,28.60498,8.74087,90.22222,8e-05,9.01875,0.0,0.16042,2.89306,0.15564,12.32824,35.32871
67,2022-06-05 00:00:00+00:00,90.28403,-2.41161,1.08755,1.09103,1.09727,-2.40324,-2.40301,-20.0,-80.60075,28.60498,8.66508,90.29167,5e-05,9.03264,0.0,0.17708,2.8875,0.15545,12.39995,38.64441
68,2022-06-06 00:00:00+00:00,91.47257,-2.40837,1.08755,1.08793,1.09727,-2.40103,-2.40095,-20.0,-80.60075,28.60498,8.67023,90.25,2e-05,9.06042,0.0,0.1875,2.87917,0.15521,12.42133,38.7375
69,2022-06-07 00:00:00+00:00,92.78785,-2.41128,1.08755,1.09088,1.09727,-2.40221,-2.40207,-20.0,-80.60075,28.60498,8.65659,90.27083,9e-05,9.15208,0.0,0.17847,2.88125,0.15395,12.51544,38.89303
70,2022-06-08 00:00:00+00:00,94.11493,-2.41105,1.08755,1.08847,1.09727,-2.40307,-2.40292,-20.0,-80.60075,28.60498,8.62282,90.28472,8e-05,9.04028,0.0,0.19236,2.87292,0.1567,12.35985,40.54022
71,2022-06-09 00:00:00+00:00,95.47257,-2.41446,1.08755,1.08941,1.09727,-2.40569,-2.40519,-20.0,-80.60075,28.60498,8.65594,90.34722,7e-05,9.06944,0.0,0.20833,2.86667,0.15724,12.29179,39.22671
72,2022-06-10 00:00:00+00:00,96.82222,-2.41743,1.08755,1.08765,1.09727,-2.41004,-2.40964,-20.0,-80.60075,28.60498,8.66232,90.30556,5e-05,9.03958,0.0,0.20556,2.86389,0.15632,12.36244,39.1127
73,2022-06-11 00:00:00+00:00,98.11424,-2.41359,1.08755,1.09017,1.09727,-2.40657,-2.40577,-20.0,-80.60075,28.60498,8.68358,90.27778,9e-05,9.02361,0.0,0.19097,2.87222,0.15574,12.3499,37.83766
74,2022-06-12 00:00:00+00:00,99.34028,-2.41224,1.08755,1.08795,1.09727,-2.40388,-2.40379,-20.0,-80.60075,28.60498,8.65816,90.20833,6e-05,8.95278,0.0,0.16944,2.88611,0.15502,12.41336,39.11429
75,2022-06-13 00:00:00+00:00,100.0,-2.41335,1.08755,1.08785,1.09727,-2.40354,-2.40337,-20.0,-80.60075,28.60498,8.6213,90.25694,4e-05,9.09583,0.0,0.18264,2.87986,0.15476,12.4878,40.71253
76,2022-06-14 00:00:00+00:00,100.0,-2.41818,1.08755,1.08755,1.09727,-2.40957,-2.40892,-20.0,-80.60075,28.60498,8.60055,90.32639,7e-05,8.98958,0.0,0.19236,2.87431,0.15451,12.53954,41.79827
77,2022-06-15 00:00:00+00:00,100.0,-2.42405,1.08755,1.08755,1.09727,-2.41576,-2.41516,-20.0,-80.60075,28.60498,8.57728,90.36806,7e-05,8.83333,0.0,0.21319,2.86042,0.15487,12.54349,42.65976
78,2022-06-16 00:00:00+00:00,100.0,-2.43117,1.08755,1.08755,1.09727,-2.42263,-2.42231,-20.0,-80.60075,28.60498,8.59733,90.29861,6e-05,8.86319,0.0,0.19514,2.86736,0.15443,12.55447,41.93016
79,2022-06-17 00:00:00+00:00,100.0,-2.43719,1.08755,1.08755,1.09727,-2.42883,-2.42775,-20.0,-80.60075,28.60498,8.55875,90.29167,0.00012,8.76458,0.0,0.19514,2.86944,0.15495,12.53859,43.19267
80,2022-06-18 00:00:00+00:00,100.0,-2.44162,1.08755,1.08765,1.09727,-2.43224,-2.43199,-20.0,-80.60075,28.60498,8.58555,90.38889,4e-05,8.59167,0.0,0.22431,2.85139,0.15672,12.47235,42.04057
81,2022-06-19 00:00:00+00:00,100.0,-2.44235,1.08755,1.08999,1.09727,-2.4324,-2.43191,-20.0,-80.60075,28.60498,8.63198,90.22917,7e-05,8.43403,0.0,0.19722,2.86319,0.15626,12.44855,40.01834
82,2022-06-20 00:00:00+00:00,100.0,-2.44114,1.08755,1.08807,1.09727,-2.43169,-2.43126,-20.0,-80.54478,28.60498,8.57003,90.27778,7e-05,8.31736,0.0,0.19931,2.86806,0.15645,12.48138,42.69785
83,2022-06-21 00:00:00+00:00,100.0,-2.44186,1.08755,1.0889,1.09727,-2.43226,-2.43203,-20.0,-80.60075,28.60498,8.61259,90.29861,5e-05,8.10139,0.0,0.19861,2.87014,0.15527,12.53333,40.8974
84,2022-06-22 00:00:00+00:00,100.0,-2.44178,1.08755,1.08847,1.09727,-2.4322,-2.43195,-20.0,-80.60075,28.60498,8.56672,90.375,3e-05,8.20278,0.0,0.22153,2.85694,0.15611,12.52423,42.48961
85,2022-06-23 00:00:00+00:00,100.0,-2.44274,1.08755,1.08967,1.09727,-2.43274,-2.43235,-20.0,-80.60075,28.60498,8.5442,90.33333,7e-05,8.14514,0.0,0.21944,2.85,0.15675,12.49141,43.00949
86,2022-06-24 00:00:00+00:00,100.0,-2.44594,1.08755,1.08755,1.09727,-2.43825,-2.43728,-20.0,-80.60075,28.60498,8.56218,90.34028,6e-05,7.88056,0.0,0.21667,2.85625,0.15745,12.41984,42.91844
